value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
2024.0,number,ai_implementation_count,unknown,"Grace Solomonoff,  The Meeting of the Minds that Launched AI,  May 6, 2023, accessed February 29, 2024, The Meeting of the Minds That Launched AI - IEEE Spectrum.",63,0,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Grace Solomonoff,AI strategy.pdf,2025-07-24T17:20:01.210133
3.0,number,job_creation,professional_services,IPSOS created the analyses and models described in this paper using multinomial logit analyses to predict the AI readiness level of each driver usin,63,2,0.76,2024,pattern_matching,[],,AI strategy.pdf,2025-07-24T17:20:01.210134
4.0,number,job_creation,manufacturing,,63,3,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210134
14.0,number,job_creation,manufacturing,,63,3,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210135
2023.0,number,job_creation,manufacturing,,63,3,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210136
5.0,number,ai_implementation_count,professional_services,com conte,63,4,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210136
2024.0,number,ai_implementation_count,professional_services,com content dam accenture final  accenture-com document-2 Acc,63,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210137
2.0,number,ai_implementation_count,professional_services,com content dam accenture final  accenture-com document-2 Accenture-Commercial-Banking-Trends-2024.pdf.,63,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Accenture,AI strategy.pdf,2025-07-24T17:20:01.210138
64.0,number,ai_implementation_count,unknown,Part 3 Part 2 Part 1 Introduction Conclusion 64,63,5,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Part,AI strategy.pdf,2025-07-24T17:20:01.210138
2024.0,number,ai_implementation_count,information_communication_technology,"Information and views expressed in this document, including URL and ot",64,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Information,AI strategy.pdf,2025-07-24T17:20:01.210139
90.0,number,ai_implementation_count,financial_services,"Our research professionals, analysts, and scientists have built unique multi- specialist capabilities",64,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210140
18.0,number,ai_implementation_count,financial_services,"Our research professionals, analysts, and scientists have built unique multi- specialist capabilities that provide true understanding and",64,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210140
0.0,number,ai_implementation_count,financial_services,"Our research professionals, analysts, and scientists have built unique multi- specialist capabilities that provide true understanding and pow",64,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI strategy.pdf,2025-07-24T17:20:01.210141
5.0,number,ai_patents_filed,financial_services,"We serve more than 5,000 clients across the world with 75 business solutions. ISIN code FR0000073298, Reuters ISOS.PA, Bloomberg IPS:FP https:  www.ipsos.",64,4,0.76,2024,pattern_matching,[],Reuters,AI strategy.pdf,2025-07-24T17:20:01.210142
0.0,number,ai_patents_filed,financial_services,"We serve more than 5,000 clients across the world with 75 business solutions. ISIN code FR0000073298, Reuters ISOS.PA, Bloomberg IPS:FP https:  www.ipsos.",64,4,0.76,2024,pattern_matching,[],Reuters,AI strategy.pdf,2025-07-24T17:20:01.210142
75.0,number,ai_patents_filed,financial_services,"We serve more than 5,000 clients across the world with 75 business solutions. ISIN code FR0000073298, Reuters ISOS.PA, Bloomberg IPS:FP https:  www.ipsos.",64,4,0.76,2024,pattern_matching,[],Reuters,AI strategy.pdf,2025-07-24T17:20:01.210143
