original_id,value,unit,year,metric_type,context_preview,reason,confidence,proposed_action,kept_record_id
11731,33.9,billions_usd,2023,investment,"generative ai saw particularly strong momentum, attracting $33.9 billion globally in private investm...",Duplicate record (keeping first occurrence),0.9,REMOVE,5602.0
11732,2.4,billions_usd,2025,dollar_amounts,"ention, governments are investing at scale: canada pledged $2.4 billion, china launched a $47.5 bill...",Duplicate record (keeping first occurrence),0.9,REMOVE,5603.0
11733,47.5,billions_usd,2025,dollar_amounts,"ing at scale: canada pledged $2.4 billion, china launched a $47.5 billion semiconductor fund, france...",Duplicate record (keeping first occurrence),0.9,REMOVE,5604.0
11734,1.25,billions_usd,2025,dollar_amounts,"nductor fund, france committed €109 billion, india pledged $1.25 billion, and saudi arabia’s project...",Duplicate record (keeping first occurrence),0.9,REMOVE,5605.0
11735,100.0,billions_usd,2025,dollar_amounts,"lion, and saudi arabia’s project transcendence represents a $100 billion initiative. 9. ai and compu...",Duplicate record (keeping first occurrence),0.9,REMOVE,5606.0
11736,20.0,usd,2022,dollar_amounts,"mark for assessing language model performance, dropped from $20.00 per million tokens in november 20...",Duplicate record (keeping first occurrence),0.9,REMOVE,5607.0
11737,0.07,usd,2022,dollar_amounts,ed from $20.00 per million tokens in november 2022 to just $0.07 per million tokens by october 2024 ...,Duplicate record (keeping first occurrence),0.9,REMOVE,5608.0
11738,252.3,billions_usd,2024,investment,"ecord high with 26% growth. corporate ai investment reached $252.3 billion in 2024, with private inv...",Duplicate record (keeping first occurrence),0.9,REMOVE,5609.0
11739,33.9,billions_usd,2024,investment,"funding soars. private investment in generative ai reached $33.9 billion in 2024, up 18.7% from 2023...",Duplicate record (keeping first occurrence),0.9,REMOVE,5610.0
11740,109.1,billions_usd,2024,investment,"lobal ai private investment. u.s. private ai investment hit $109.1 billion in 2024, nearly 12 times ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5599.0
11741,9.3,billions_usd,2024,dollar_amounts,"109.1 billion in 2024, nearly 12 times higher than china’s $9.3 billion and 24 times the u.k.’s $4.5...",Duplicate record (keeping first occurrence),0.9,REMOVE,5612.0
11742,4.5,billions_usd,2025,dollar_amounts,es higher than china’s $9.3 billion and 24 times the u.k.’s $4.5 billion. the gap is even more prono...,Duplicate record (keeping first occurrence),0.9,REMOVE,5601.0
11743,25.4,billions_usd,2023,dollar_amounts,"ined total of china and the european union plus the u.k. by $25.4 billion, expanding on its $21.8 bi...",Duplicate record (keeping first occurrence),0.9,REMOVE,5614.0
11744,21.8,billions_usd,2023,dollar_amounts,"ean union plus the u.k. by $25.4 billion, expanding on its $21.8 billion gap in 2023. 4. use of ai c...",Duplicate record (keeping first occurrence),0.9,REMOVE,5615.0
11745,1.6,billions_usd,2025,energy,tracting interest in nuclear energy. microsoft announced a $1.6 billion deal to revive the three mil...,Duplicate record (keeping first occurrence),0.9,REMOVE,5616.0
11746,2.4,billions_usd,2025,dollar_amounts,"s the world invest in ai infrastructure. canada announced a $2.4 billion ai infrastructure package, ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5603.0
11747,47.5,billions_usd,2025,dollar_amounts,"billion ai infrastructure package, while china launched a $47.5 billion fund to boost semiconductor ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5604.0
11748,117.0,billions_usd,2025,dollar_amounts,"on fund to boost semiconductor production. france committed $117 billion to ai infrastructure, india...",Duplicate record (keeping first occurrence),0.9,REMOVE,5619.0
11749,1.25,billions_usd,2025,dollar_amounts,"committed $117 billion to ai infrastructure, india pledged $1.25 billion, and saudi arabia’s project...",Duplicate record (keeping first occurrence),0.9,REMOVE,5605.0
11750,100.0,billions_usd,2025,investment,"illion, and saudi arabia’s project transcendence includes a $100 billion investment in ai. 3. across...",Duplicate record (keeping first occurrence),0.9,REMOVE,5606.0
11751,20.0,usd,2022,dollar_amounts,"mark for assessing language model performance, dropped from $20.00 per million tokens in november 20...",Duplicate record (keeping first occurrence),0.9,REMOVE,5607.0
11752,0.07,usd,2022,dollar_amounts,ed from $20.00 per million tokens in november 2022 to just $0.07 per million tokens by october 2024 ...,Duplicate record (keeping first occurrence),0.9,REMOVE,5608.0
11753,20.0,usd,2022,dollar_amounts,"ark for assessing language model performance, dropped from $20 per million tokens in november 2022 t...",Duplicate record (keeping first occurrence),0.9,REMOVE,5607.0
11754,0.07,usd,2022,dollar_amounts,opped from $20 per million tokens in november 2022 to just $0.07 per million tokens by october 2024 ...,Duplicate record (keeping first occurrence),0.9,REMOVE,5608.0
11755,15.0,usd,2024,cost,"benchmark than mmlu. there, inference costs declined from $15 per million tokens in may 2024 to $0.1...",Duplicate record (keeping first occurrence),0.9,REMOVE,5626.0
11756,0.12,usd,2024,cost,costs declined from $15 per million tokens in may 2024 to $0.12 per million tokens by december 2024 ...,Duplicate record (keeping first occurrence),0.9,REMOVE,5627.0
11757,100.0,millions_usd,2024,dollar_amounts,"tman, for instance, indicated that training gpt-4 exceeded $100 million. in july 2024, anthropic ceo...",Duplicate record (keeping first occurrence),0.9,REMOVE,5628.0
11758,1.0,billions_usd,2025,cost,dario amodei noted that model training runs costing around $1 billion were already underway. even mo...,Duplicate record (keeping first occurrence),0.9,REMOVE,5629.0
11759,6.0,millions_usd,2025,cost,"nt models, such as deepseek-v3, reportedly cost less—about $6 million—but overall, training remains ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5630.0
11760,670.0,usd,2019,cost,"ure that underpins virtually every modern llm, cost around $670 to train. roberta large, released in...",Duplicate record (keeping first occurrence),0.9,REMOVE,5631.0
11761,160.0,usd,2023,cost,"comprehension benchmarks like squad and glue, cost around $160,000 to train. fast-forward to 2023, a...",Duplicate record (keeping first occurrence),0.9,REMOVE,5632.0
11762,79.0,millions_usd,2024,cost,nd training costs for openai’s gpt-4 were estimated around $79 million. one of the few 2024 models f...,Duplicate record (keeping first occurrence),0.9,REMOVE,5633.0
11763,170.0,millions_usd,2025,cost,"aining costs was llama 3.1-405b, with an estimated cost of $170 million. as the ai landscape grows m...",Duplicate record (keeping first occurrence),0.9,REMOVE,5634.0
11764,650.0,millions_usd,2025,dollar_amounts,"ter the model’s release, microsoft acquired inflection for $650 million. figure 2.1.6 source: inflec...",Duplicate record (keeping first occurrence),0.9,REMOVE,5635.0
11765,2.5,usd,2025,cost,"th a financial and latency cost. for example, gpt-4o costs $2.50 per 1 million input tokens and $10 ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5636.0
11766,10.0,usd,2025,cost,"example, gpt-4o costs $2.50 per 1 million input tokens and $10 per 1 million output tokens. converse...",Duplicate record (keeping first occurrence),0.9,REMOVE,5637.0
11767,15.0,usd,2025,cost,"and $10 per 1 million output tokens. conversely, o1 costs $15 per 1 million input tokens and $60 per...",Duplicate record (keeping first occurrence),0.9,REMOVE,5638.0
11768,60.0,usd,2025,cost,"s. conversely, o1 costs $15 per 1 million input tokens and $60 per 1 million output tokens.8 moreove...",Duplicate record (keeping first occurrence),0.9,REMOVE,5639.0
11769,200.0,usd,2024,dollar_amounts,"he full version of o1 (as well as access to chatgpt pro, a $200 monthly subscription enabling access...",Duplicate record (keeping first occurrence),0.9,REMOVE,5640.0
11770,10.0,usd,2025,dollar_amounts,"allocated a high- compute budget exceeding the benchmark’s $10,000 limit, it achieved a score of 87....",Duplicate record (keeping first occurrence),0.9,REMOVE,5637.0
11771,30.0,usd,2026,dollar_amounts,"s, which is set for production in 2026 at a price of under $30,000. tesla also unveiled the robovan,...",Duplicate record (keeping first occurrence),0.9,REMOVE,5642.0
11772,30.0,usd,2025,dollar_amounts,"cities in china (figure 2.9.12). with a price tag of just $30,000 and a battery-swapping system, the...",Duplicate record (keeping first occurrence),0.9,REMOVE,5643.0
11773,10.0,billions_usd,2025,investment,erprises—particularly those with annual revenues exceeding $10 billion—demonstrated higher total inv...,Duplicate record (keeping first occurrence),0.9,REMOVE,5644.0
11774,10.0,billions_usd,2025,investment,"al investment into rai. notably, 27% of organizations with $10 billion–$30 billion in revenue and 21...",Duplicate record (keeping first occurrence),0.9,REMOVE,5644.0
11775,30.0,billions_usd,2025,revenue,"t into rai. notably, 27% of organizations with $10 billion–$30 billion in revenue and 21% of those e...",Duplicate record (keeping first occurrence),0.9,REMOVE,5646.0
11776,30.0,billions_usd,2025,revenue,billion–$30 billion in revenue and 21% of those exceeding $30 billion invest $10 million–$25 million...,Duplicate record (keeping first occurrence),0.9,REMOVE,5646.0
11777,10.0,millions_usd,2025,revenue,n in revenue and 21% of those exceeding $30 billion invest $10 million–$25 million in rai. these fin...,Duplicate record (keeping first occurrence),0.9,REMOVE,5648.0
11778,25.0,millions_usd,2025,dollar_amounts,and 21% of those exceeding $30 billion invest $10 million–$25 million in rai. these findings suggest...,Duplicate record (keeping first occurrence),0.9,REMOVE,5649.0
11779,500.0,millions_usd,2025,revenue,"s from 1,500 organizations, each with revenues of at least $500 million, were collected from 20 coun...",Duplicate record (keeping first occurrence),0.9,REMOVE,5650.0
11780,252.3,billions_usd,2024,investment,"ecord high with 26% growth. corporate ai investment reached $252.3 billion in 2024, with private inv...",Duplicate record (keeping first occurrence),0.9,REMOVE,5609.0
11781,33.9,billions_usd,2024,investment,"funding soars. private investment in generative ai reached $33.9 billion in 2024, up 18.7% from 2023...",Duplicate record (keeping first occurrence),0.9,REMOVE,5610.0
11782,109.1,billions_usd,2024,investment,"lobal ai private investment. u.s. private ai investment hit $109.1 billion in 2024, nearly 12 times ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5599.0
11783,9.3,billions_usd,2024,dollar_amounts,"109.1 billion in 2024, nearly 12 times higher than china’s $9.3 billion and 24 times the u.k.’s $4.5...",Duplicate record (keeping first occurrence),0.9,REMOVE,5612.0
11784,4.5,billions_usd,2025,dollar_amounts,es higher than china’s $9.3 billion and 24 times the u.k.’s $4.5 billion. the gap is even more prono...,Duplicate record (keeping first occurrence),0.9,REMOVE,5601.0
11785,25.4,billions_usd,2023,dollar_amounts,"ined total of china and the european union plus the u.k. by $25.4 billion, expanding on its $21.8 bi...",Duplicate record (keeping first occurrence),0.9,REMOVE,5614.0
11786,21.8,billions_usd,2023,dollar_amounts,"ean union plus the u.k. by $25.4 billion, expanding on its $21.8 billion gap in 2023. 5. ai is begin...",Duplicate record (keeping first occurrence),0.9,REMOVE,5615.0
11787,1.6,billions_usd,2025,energy,tracting interest in nuclear energy. microsoft announced a $1.6 billion deal to revive the three mil...,Duplicate record (keeping first occurrence),0.9,REMOVE,5616.0
11788,35.0,billions_usd,2024,dollar_amounts,"e event type image jan 16, 2024 synopsys acquires ansys for $35 billion to improve silicon-to-system...",Duplicate record (keeping first occurrence),0.9,REMOVE,5659.0
11789,2.0,billions_usd,2024,revenue,"psys, 2024 feb 21, 2024 reports claim that openai surpassed $2 billion in annualized revenue in dece...",Duplicate record (keeping first occurrence),0.9,REMOVE,5660.0
11790,675.0,millions_usd,2024,investment,"24 feb 29, 2024 figure ai, a humanoid robot startup, raises $675 million at a valuation of $2.6 bill...",Duplicate record (keeping first occurrence),0.9,REMOVE,5661.0
11791,2.6,billions_usd,2025,investment,"anoid robot startup, raises $675 million at a valuation of $2.6 billion. investment/funding figure 4...",Duplicate record (keeping first occurrence),0.9,REMOVE,5662.0
11792,650.0,millions_usd,2025,dollar_amounts,"t of inflection ai’s staff, including cofounders, and pays $650 million to license inflection’s ai m...",Duplicate record (keeping first occurrence),0.9,REMOVE,5635.0
11793,1.1,billions_usd,2025,investment,"4 coreweave, an ai cloud infrastructure startup, secures a $1.1 billion funding round at a valuation...",Duplicate record (keeping first occurrence),0.9,REMOVE,5664.0
11794,19.0,billions_usd,2024,investment,"p, secures a $1.1 billion funding round at a valuation of $19 billion. investment/funding figure 4.1...",Duplicate record (keeping first occurrence),0.9,REMOVE,5665.0
11795,1.0,billions_usd,2024,investment,"view may 21, 2024 scale ai, a data-labeling startup, raises $1 billion and reaches a valuation of $1...",Duplicate record (keeping first occurrence),0.9,REMOVE,5666.0
11796,13.8,billions_usd,2024,investment,"ling startup, raises $1 billion and reaches a valuation of $13.8 billion. investment/funding figure ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5667.0
11797,640.0,millions_usd,2025,investment,"mistral ai, a french open-source ai model startup, raises $640 million at a valuation of $6 billion....",Duplicate record (keeping first occurrence),0.9,REMOVE,5668.0
11798,6.0,billions_usd,2025,investment,"ce ai model startup, raises $640 million at a valuation of $6 billion. investment/funding figure 4.1...",Duplicate record (keeping first occurrence),0.9,REMOVE,5669.0
11799,410.7,millions_usd,2025,dollar_amounts,"eraging ai for medical data analysis, goes public, raising $410.7 million and achieving an implied v...",Duplicate record (keeping first occurrence),0.9,REMOVE,5670.0
11800,6.0,billions_usd,2024,investment,$410.7 million and achieving an implied valuation of over $6 billion. investment/funding figure 4.1....,Duplicate record (keeping first occurrence),0.9,REMOVE,5671.0
11801,500.0,millions_usd,2025,investment,"ai startup specializing in enterprise applications, raises $500 million in funding at a valuation of...",Duplicate record (keeping first occurrence),0.9,REMOVE,5650.0
11802,5.5,billions_usd,2024,investment,"ications, raises $500 million in funding at a valuation of $5.5 billion. investment/funding figure 4...",Duplicate record (keeping first occurrence),0.9,REMOVE,5673.0
11803,2.5,billions_usd,2024,dollar_amounts,l to buy out character.ai’s shareholders for approximately $2.5 billion. acquisition figure 4.1.10 s...,Duplicate record (keeping first occurrence),0.9,REMOVE,5674.0
11804,640.0,millions_usd,2025,investment,"an ai chip startup specializing in fast inference, raises $640 million at a valuation of $2.8 billio...",Duplicate record (keeping first occurrence),0.9,REMOVE,5668.0
11805,2.8,billions_usd,2024,investment,"g in fast inference, raises $640 million at a valuation of $2.8 billion. investment/funding figure 4...",Duplicate record (keeping first occurrence),0.9,REMOVE,5676.0
11806,665.0,millions_usd,2024,dollar_amounts,"ilo ai, europe’s largest private ai lab, for approximately $665 million. acquisition figure 4.1.12 s...",Duplicate record (keeping first occurrence),0.9,REMOVE,5677.0
11807,1.0,billions_usd,2024,investment,"amd, 2024 sep 5, 2024 safe superintelligence (ssi) secures $1 billion in funding. investment/funding...",Duplicate record (keeping first occurrence),0.9,REMOVE,5666.0
11808,1.6,billions_usd,2024,revenue,"source: salesforce, 2024 sep 20, 2024 microsoft announces a $1.6 billion deal with constellation ene...",Duplicate record (keeping first occurrence),0.9,REMOVE,5679.0
11809,6.6,billions_usd,2024,investment,"figure 4.1.15 source: npr, 2024 oct 2, 2024 openai raises $6.6 billion at a valuation of $157 billio...",Duplicate record (keeping first occurrence),0.9,REMOVE,5680.0
11810,157.0,billions_usd,2024,investment,"24 oct 2, 2024 openai raises $6.6 billion at a valuation of $157 billion. investment/funding figure ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5681.0
11811,4.0,billions_usd,2025,investment,"hropic expands its partnership with aws with an additional $4 billion investment from amazon, bringi...",Duplicate record (keeping first occurrence),0.9,REMOVE,5682.0
11812,8.0,billions_usd,2024,investment,"l $4 billion investment from amazon, bringing the total to $8 billion. partnership figure 4.1.20 sou...",Duplicate record (keeping first occurrence),0.9,REMOVE,5683.0
11813,10.0,billions_usd,2024,investment,"17, 2024 databricks, an ai data analytics company, raises $10 billion at a valuation of $62 billion....",Duplicate record (keeping first occurrence),0.9,REMOVE,5684.0
11814,62.0,billions_usd,2025,investment,"ta analytics company, raises $10 billion at a valuation of $62 billion. investment/funding figure 4....",Duplicate record (keeping first occurrence),0.9,REMOVE,5685.0
11815,500.0,millions_usd,2025,investment,"i, a startup focused on ai-powered search products, raises $500 million at a valuation of $9 billion...",Duplicate record (keeping first occurrence),0.9,REMOVE,5650.0
11816,9.0,billions_usd,2025,investment,"ed search products, raises $500 million at a valuation of $9 billion. investment/funding figure 4.1....",Duplicate record (keeping first occurrence),0.9,REMOVE,5687.0
11817,6.0,billions_usd,2024,investment,".22 source: ai magazine, 2024 dec 23, 2024 xai announces a $6 billion funding round, bringing the to...",Duplicate record (keeping first occurrence),0.9,REMOVE,5671.0
11818,12.0,billions_usd,2025,investment,"nnounces a $6 billion funding round, bringing the total to $12 billion at a valuation of over $40 bi...",Duplicate record (keeping first occurrence),0.9,REMOVE,5689.0
11819,40.0,billions_usd,2024,investment,", bringing the total to $12 billion at a valuation of over $40 billion. investment/funding figure 4....",Duplicate record (keeping first occurrence),0.9,REMOVE,5690.0
11820,700.0,millions_usd,2024,growth_rate,"024 dec 30, 2024 nvidia acquires israeli startup run:ai for $700 million to increase its gpu optimiz...",Duplicate record (keeping first occurrence),0.9,REMOVE,5691.0
11821,252.3,billions_usd,2024,investment,"nd public offerings. in 2024, the total investment grew to $252.3 billion, an increase of 25.5% from...",Duplicate record (keeping first occurrence),0.9,REMOVE,5609.0
11822,1.5,millions_usd,2013,investment,e investment trends in ai startups that have received over $1.5 million in investment since 2013. gl...,Duplicate record (keeping first occurrence),0.9,REMOVE,5693.0
11823,33.9,billions_usd,2024,growth_rate,"ease sharply (figure 4.3.3). in 2024, the sector attracted $33.9 billion, representing an 18.7% incr...",Duplicate record (keeping first occurrence),0.9,REMOVE,5610.0
11824,31.6,millions_usd,2024,investment,"to 2024, the average increased significantly, growing from $31.6 million to $45.4 million. figure 4....",Duplicate record (keeping first occurrence),0.9,REMOVE,5695.0
11825,45.4,millions_usd,2025,investment,"age increased significantly, growing from $31.6 million to $45.4 million. figure 4.3.7 reports ai fu...",Duplicate record (keeping first occurrence),0.9,REMOVE,5696.0
11826,100.0,millions_usd,2025,investment,events increased across funding size categories exceeding $100 million and decreased or remained con...,Duplicate record (keeping first occurrence),0.9,REMOVE,5697.0
11827,1.0,billions_usd,2013,investment,investment events that involved funding sizes greater than $1 billion. 45.43 2013 2014 2015 2016 201...,Duplicate record (keeping first occurrence),0.9,REMOVE,5698.0
11828,170.0,number,2025,cost,"imate training costs was llama 3.1-405b, with an estimated cost of $170 million. as the ai landscape...",Duplicate record (keeping first occurrence),0.9,REMOVE,5699.0
11829,2.5,number,2025,cost,"ice—both a financial and latency cost. for example, gpt-4o costs $2.50 per 1 million input tokens an...",Duplicate record (keeping first occurrence),0.9,REMOVE,5700.0
11830,15.0,number,2025,cost,"tokens and $10 per 1 million output tokens. conversely, o1 costs $15 per 1 million input tokens and ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5701.0
11831,233.0,number,2025,labor_metrics,tation. a survey conducted by romanian researchers of 233 employees found that organizations with hi...,Duplicate record (keeping first occurrence),0.9,REMOVE,5702.0
11832,30.0,percentage,2022,cost,"r 2022 and october 2024. at the hardware level, costs have declined by 30% annually, while energy ef...",Duplicate record (keeping first occurrence),0.9,REMOVE,5703.0
11833,21.3,percentage,2023,growth_rate,"ice as many agencies. globally, legislative mentions of ai rose 21.3% across 75 countries since 2023...",Duplicate record (keeping first occurrence),0.9,REMOVE,5517.0
11834,22.0,percentage,2025,growth_rate,umber of graduates with bachelor’s degrees in computing has increased 22% over the last 10 years. ye...,Duplicate record (keeping first occurrence),0.9,REMOVE,5518.0
11835,40.0,percentage,2025,cost,"th costs dropping 30% per year, while energy efficiency has increased by 40% annually. 9. carbon emi...",Duplicate record (keeping first occurrence),0.9,REMOVE,5505.0
11836,28.8,percentage,2023,growth_rate,"he number of rai papers accepted at leading ai conferences increased by 28.8%, from 992 in 2023 to 1...",Duplicate record (keeping first occurrence),0.9,REMOVE,5559.0
11837,21.3,percentage,2024,growth_rate,"cross 75 countries, ai mentions in legislative proceedings increased by 21.3% in 2024, rising to 1,8...",Duplicate record (keeping first occurrence),0.9,REMOVE,5585.0
11838,40.0,percentage,2025,cost,"th costs dropping 30% per year, while energy efficiency has increased by 40% annually. 9. carbon emi...",Duplicate record (keeping first occurrence),0.9,REMOVE,5505.0
11839,28.8,percentage,2023,growth_rate,"he number of rai papers accepted at leading ai conferences increased by 28.8%, from 992 in 2023 to 1...",Duplicate record (keeping first occurrence),0.9,REMOVE,5559.0
11840,28.8,percentage,2023,growth_rates,"he number of rai papers accepted at leading ai conferences rose by 28.8%, from 992 in 2023 to 1,278 ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5559.0
11841,14.5,percentage,2019,growth_rates,r of accepted papers on privacy and data governance topics decreased by 14.5% at select ai conferenc...,Duplicate record (keeping first occurrence),0.9,REMOVE,5712.0
11842,33.4,percentage,2025,growth_rate,", the ratio of ai talent hiring relative to overall hiring grew 33.4%. figure 4.2.135 4 for each mon...",Duplicate record (keeping first occurrence),0.9,REMOVE,5713.0
11843,44.5,percentage,2025,investment,"t significant upturn occurred in private investment, which rose by 44.5% compared with the previous ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5714.0
11844,12.1,percentage,2025,investment,"red with the previous year, while mergers and acquisitions increased by 12.1%. over the past decade,...",Duplicate record (keeping first occurrence),0.9,REMOVE,5562.0
11845,44.5,percentage,2013,investment,"ment since 2013. global trends global private ai investment increased 44.5% between 2023 and 2024, m...",Duplicate record (keeping first occurrence),0.9,REMOVE,5716.0
11846,21.3,percentage,2024,growth_rate,"75 major countries, ai mentions in legislative proceedings increased by 21.3% in 2024, rising to 1,8...",Duplicate record (keeping first occurrence),0.9,REMOVE,5585.0
11847,21.3,percentage,2016,growth_rates,"ave mentioned ai since 2016. in the past year, ai mentions rose by 21.3%, increasing from 1,557 in 2...",Duplicate record (keeping first occurrence),0.9,REMOVE,5718.0
11848,22.0,percentage,2023,growth_rate,mber of graduates with bachelor’s degrees in computing has increased 22% over the last 10 years (fig...,Duplicate record (keeping first occurrence),0.9,REMOVE,5719.0
11849,2.0,number,2020,token_metrics,"ge language model revolution, was trained on approximately 2 billion tokens. by 2020, gpt-3 175b—one...",Duplicate record (keeping first occurrence),0.9,REMOVE,5720.0
11850,374.0,number,2025,token_metrics,"erpinning the original chatgpt—was trained on an estimated 374 billion tokens. in contrast, meta’s f...",Duplicate record (keeping first occurrence),0.9,REMOVE,5721.0
11851,0.0,number,2025,token_metrics,"y openai and meta, featured context windows of 8,000 and 4,000 tokens, respectively. in contrast, mo...",Duplicate record (keeping first occurrence),0.9,REMOVE,5722.0
11852,82.0,number,2025,token_metrics,"rom unstructured electronic health records, was trained on 82 billion tokens. in contrast, llama 3 w...",Duplicate record (keeping first occurrence),0.9,REMOVE,5723.0
